loss,"[0.4551795721054077, 0.42980241775512695, 0.4221653938293457, 0.41830599308013916, 0.4160839021205902, 0.4137725234031677, 0.4124983549118042, 0.4110022187232971, 0.4098967909812927, 0.40911874175071716, 0.40817543864250183, 0.40339747071266174, 0.402775377035141, 0.4023706912994385, 0.4019685387611389, 0.40195441246032715, 0.4015892446041107, 0.4014788269996643, 0.401196151971817, 0.4009380638599396]"
accuracy,"[0.7955041527748108, 0.8095208406448364, 0.8130847215652466, 0.8152152895927429, 0.8165652751922607, 0.8175833225250244, 0.8185180425643921, 0.8194069266319275, 0.8199277520179749, 0.8203513622283936, 0.8210694193840027, 0.823211133480072, 0.8235041499137878, 0.8238013982772827, 0.8237277865409851, 0.8239374756813049, 0.8242944478988647, 0.8244749903678894, 0.8247222304344177, 0.8245152831077576]"
auc,"[0.868503749370575, 0.883830189704895, 0.8882684707641602, 0.8904634714126587, 0.8916859030723572, 0.8930041193962097, 0.8936741352081299, 0.8944963216781616, 0.8950883746147156, 0.8955106139183044, 0.896005392074585, 0.8985369205474854, 0.8988954424858093, 0.8990773558616638, 0.8992874622344971, 0.8993217945098877, 0.8995052576065063, 0.8995600342750549, 0.8996961116790771, 0.8998368382453918]"
val_loss,"[0.4411975145339966, 0.43936797976493835, 0.41663169860839844, 0.41327938437461853, 0.42473962903022766, 0.4074159860610962, 0.4703182280063629, 0.40894678235054016, 0.42770400643348694, 0.4284375309944153, 0.41212886571884155, 0.3965669572353363, 0.3968793749809265, 0.395849347114563, 0.396537184715271, 0.3957383334636688, 0.3955654203891754, 0.3953326940536499, 0.3949976861476898, 0.3965495526790619]"
val_accuracy,"[0.8037444353103638, 0.8043666481971741, 0.8172666430473328, 0.8189555406570435, 0.810533344745636, 0.82268887758255, 0.7800333499908447, 0.820900022983551, 0.8099666833877563, 0.8107888698577881, 0.8202333450317383, 0.8287555575370789, 0.8281221985816956, 0.8289111256599426, 0.8290777802467346, 0.828677773475647, 0.8287222385406494, 0.8294666409492493, 0.8293666839599609, 0.8283666372299194]"
val_auc,"[0.8777661919593811, 0.8796442151069641, 0.8916144371032715, 0.8932433128356934, 0.8870373964309692, 0.8964093923568726, 0.8615120649337769, 0.8959777355194092, 0.8853223919868469, 0.8870233297348022, 0.8940523266792297, 0.9020845293998718, 0.9019221067428589, 0.9024102687835693, 0.9021992683410645, 0.902467668056488, 0.9025622010231018, 0.9026721119880676, 0.9029873013496399, 0.9020487666130066]"
lr,"[0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 1e-04, 1e-04, 1e-04, 1e-04, 1e-04, 1e-04, 1e-04, 1e-04, 1e-04]"
